orbital,energy_hartree,occupation,ligand_population
318,0.8348363073271624,0.0,0.04615777240222563
319,0.839065520499173,0.0,0.5842255610456296
320,0.8411187236054197,0.0,0.5410798860643808
321,0.8444206140313968,0.0,0.11406914455690029
322,0.851865971113327,0.0,0.3559768677982934
323,0.8552983339885118,0.0,0.0648829291870046
324,0.8560541720613881,0.0,0.2551331541139194
325,0.8595848450184754,0.0,0.016724376835295537
326,0.8692564680571839,0.0,0.08081230181825391
327,0.8707390675864728,0.0,0.08241090428818705
328,0.8743309596284595,0.0,0.0686710909908341
329,0.8790552224234492,0.0,0.14425916056639257
330,0.8808369721319638,0.0,0.0518226477274067
331,0.8843838411581099,0.0,0.14699069790248126
332,0.9044347973229028,0.0,0.7425179856426938
333,0.9133525794827186,0.0,0.13407066134151432
334,0.9234276415490736,0.0,0.021441209038656615
335,0.9278098546971476,0.0,0.04166017411405255
336,0.9326349049264016,0.0,0.9199035355827859
337,0.9417485827105337,0.0,0.2795422172882265
338,0.9602425930744376,0.0,0.15264304940198753
339,0.9617188900203659,0.0,0.13170119177430992
340,0.9662475620536903,0.0,0.3919031666894858
341,0.9736686909838039,0.0,0.4824567432884002
342,0.9794208849884567,0.0,0.7612154779451556
343,0.9839246448184819,0.0,0.13310704945807947
344,0.9951742457777071,0.0,0.2534940246584188
345,1.0219735177328078,0.0,0.9795901587648862
346,1.0519991104664468,0.0,0.5884673293634379
347,1.0522090564862585,0.0,0.3845193864827106
348,1.058461771108575,0.0,0.02799611686519115
349,1.1124461799468073,0.0,1.9756401614575596e-05
350,1.1299125785763384,0.0,0.011604541155582642
351,1.130984960477229,0.0,0.04347528295156708
352,1.1406164586075231,0.0,0.944113947571228
353,1.1657136372631982,0.0,0.5721911108122704
354,1.1760615886167929,0.0,0.4311223891953336
355,1.2156300943991791,0.0,0.9962481891787989
356,1.2239703136085986,0.0,0.0005498254207517956
