orbital,energy_hartree,occupation,ligand_population
162,-0.3723444128711815,2.0,0.7598362136045296
163,-0.3638461807521356,2.0,0.009318160073537498
164,-0.36338962974646893,2.0,0.01455288105110467
165,-0.3570533514802403,2.0,0.05499368310611794
166,-0.35388867162613913,2.0,0.309548045338774
167,-0.35007869348295406,2.0,0.1604425778137617
168,-0.3479070270578315,2.0,0.06862149832225557
169,-0.3448129389479855,2.0,0.558224015570514
170,-0.342435852719704,2.0,0.10869053365657651
171,-0.33870561593327664,2.0,0.00831005470874974
172,-0.33629695459160214,2.0,0.015120806574791455
173,-0.33358834918761504,2.0,0.002455259207861329
174,-0.32930268882470026,2.0,0.050101531970997926
175,-0.3284005399654093,2.0,0.989184414272763
176,-0.3222961068760859,2.0,0.9917535623992552
177,-0.316289813976756,2.0,0.06073537723256296
178,-0.31494444319665277,2.0,0.8752924478521965
179,-0.3134830848549539,2.0,0.04539488354758613
180,-0.30847956989690783,2.0,0.001845273188661511
181,-0.306780255072628,2.0,0.032853460614866416
182,-0.3060292954993379,2.0,0.012097573695699897
183,-0.30271239950498363,2.0,0.9363565604519704
184,-0.3011312765090062,2.0,0.9543389004082635
185,-0.28373457117645096,2.0,0.9748818575915338
186,-0.27254780400193757,2.0,0.002909862517792158
187,-0.2710063642529643,2.0,0.011202162204146325
188,-0.2647802305963385,2.0,0.9934635232366277
189,-0.26253893992013455,2.0,0.1103939207705826
190,-0.25311731019282857,2.0,0.0008435725474604919
191,-0.24116036774012706,2.0,0.0010436388914711046
192,-0.2308982347884878,2.0,0.9133982017924447
193,-0.22399040034854223,2.0,0.0008443156089108002
194,-0.21974665857987286,2.0,0.06746256117526638
195,-0.2033603175167895,2.0,0.6966204037704239
196,-0.19064311497963415,2.0,0.14905725279092394
197,-0.1815240193841603,2.0,0.0017414122921582218
198,-0.17901339750069978,2.0,0.013866712553551635
199,-0.17598033407938485,2.0,0.15305368499623279
200,-0.16044789322115574,2.0,0.0008369121808579953
201,-0.15973980549101627,2.0,0.0012136646387727542
202,-0.14084872002532545,2.0,0.9995629972155989
203,-0.11692865380444939,2.0,0.9985551429215005
204,-0.09515450314350637,2.0,0.04764662078392144
205,-0.07930146104585889,2.0,0.010925977013999427
206,-0.040487010204059315,2.0,0.0016347269400600274
207,0.2735880715776563,0.0,0.9926944246053172
208,0.31056459058135655,0.0,0.9526151063840886
209,0.3351122455568416,0.0,0.054746033705173267
210,0.3492643171967764,0.0,0.00623396695962611
211,0.3689235493437837,0.0,0.0003393122191967847
212,0.3702600244695845,0.0,0.9992107106675945
